check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code
AVD-AWS-0043,Elasticsearch domain uses plaintext traffic for node to node communication.,HIGH,,"Traffic flowing between Elasticsearch nodes should be encrypted to ensure sensitive data is kept private.
",elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/enable_in_transit_encryption.rego,"package builtin.aws.elasticsearch.aws0043

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some domain in input.aws.elasticsearch.domains
	not domain.transitencryption.enabled.value
	res := result.new(
		""Domain does not have in-transit encryption enabled."",
		metadata.obj_by_path(domain, [""transitencryption"", ""enabled""]),
	)
}"
,,,,,eks,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/eks/no_public_cluster_access.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-eks-cluster-resourcesvpcconfig.html
  good:
    - |-
      Resources:
        EKSCluster:
          Type: AWS::EKS::Cluster
          Properties:
            ResourcesVpcConfig:
              EndpointPublicAccess: false
  bad:
    - |-
      Resources:
        EKSCluster:
          Type: AWS::EKS::Cluster
          Properties:
            ResourcesVpcConfig:
              EndpointPublicAccess: true
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/eks_cluster#endpoint_public_access
  good:
    - |-
      resource ""aws_eks_cluster"" ""good_example"" {
        name = ""good_example_cluster""
        vpc_config {
          endpoint_public_access = false
        }
      }
  bad:
    - |-
      resource ""aws_eks_cluster"" ""bad_example"" {
        name = ""bad_example_cluster""
        vpc_config {
          endpoint_public_access = true
        }
      }
"
,,,,,elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/enable_in_transit_encryption.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::OpenSearchService::Domain
          Properties:
            NodeToNodeEncryptionOptions:
              Enabled: true
    - |-
      Resources:
        GoodExample:
          Type: AWS::Elasticsearch::Domain
          Properties:
            NodeToNodeEncryptionOptions:
              Enabled: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Elasticsearch::Domain
          Properties:
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/elasticsearch_domain#encrypt_at_rest
  good:
    - |-
      resource ""aws_elasticsearch_domain"" ""good_example"" {
        domain_name = ""domain-foo""

        node_to_node_encryption {
          enabled = true
        }
      }
  bad:
    - |-
      resource ""aws_elasticsearch_domain"" ""bad_example"" {
        domain_name = ""domain-foo""

        node_to_node_encryption {
          enabled = false
        }
      }
"
,,,,,eks,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/eks/no_public_cluster_access_to_cidr.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-eks-cluster-resourcesvpcconfig.html
  good:
    - |-
      Resources:
        EKSCluster:
          Type: AWS::EKS::Cluster
          Properties:
            ResourcesVpcConfig:
              EndpointPublicAccess: false
              PublicAccessCidrs:
                - 10.2.0.0/8
  bad:
    - |-
      Resources:
        EKSCluster:
          Type: AWS::EKS::Cluster
          Properties:
            ResourcesVpcConfig:
              EndpointPublicAccess: true
              PublicAccessCidrs:
                - 0.0.0.0/0
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/eks_cluster#vpc_config
  good:
    - |-
      resource ""aws_eks_cluster"" ""good_example"" {
        name = ""good_example_cluster""
        vpc_config {
          endpoint_public_access = false
          public_access_cidrs    = [""0.0.0.0/0""]
        }
      }
    - |-
      resource ""aws_eks_cluster"" ""good_example"" {
        name = ""good_example_cluster""
        vpc_config {
          endpoint_public_access = true
          public_access_cidrs    = [""10.2.0.0/8""]
        }
      }
  bad:
    - |-
      resource ""aws_eks_cluster"" ""bad_example"" {
        name = ""bad_example_cluster""
        vpc_config {
          endpoint_public_access = true
        }
      }
"
AVD-AWS-0046,Elasticsearch doesn't enforce HTTPS traffic.,CRITICAL,,"Plain HTTP is unencrypted and human-readable. This means that if a malicious actor was to eavesdrop on your connection, they would be able to see all of your data flowing back and forth.
You should use HTTPS, which is HTTP over an encrypted (TLS) connection, meaning eavesdroppers cannot read your traffic.
",elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/enforce_https.rego,"package builtin.aws.elasticsearch.aws0046

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some domain in input.aws.elasticsearch.domains
	not domain.endpoint.enforcehttps.value
	res := result.new(
		""Domain does not enforce HTTPS."",
		metadata.obj_by_path(domain, [""endpoint"", ""enforcehttps""]),
	)
}"
AVD-AWS-0045,Elasticache Replication Group stores unencrypted data at-rest.,HIGH,,"Data stored within an Elasticache replication node should be encrypted to ensure sensitive data is kept private.
",elasticache,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticache/enable_at_rest_encryption.rego,"package builtin.aws.elasticache.aws0045

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some group in input.aws.elasticache.replicationgroups
	not group.atrestencryptionenabled.value
	res := result.new(
		""Replication group does not have at-rest encryption enabled."",
		metadata.obj_by_path(group, [""atrestencryptionenabled""]),
	)
}"
AVD-AWS-0126,Elasticsearch domain endpoint is using outdated TLS policy.,HIGH,,"You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.
",elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/use_secure_tls_policy.rego,"package builtin.aws.elasticsearch.aws0126

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some domain in input.aws.elasticsearch.domains
	not is_tls_policy_secure(domain)
	res := result.new(
		""Domain does not have a secure TLS policy."",
		metadata.obj_by_path(domain, [""endpoint"", ""tlspolicy""]),
	)
}

recommended_tls_policies := {
	""Policy-Min-TLS-1-2-2019-07"",
	""Policy-Min-TLS-1-2-PFS-2023-10"",
}

is_tls_policy_secure(domain) if domain.endpoint.tlspolicy.value in recommended_tls_policies"
,,,,,elasticache,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticache/enable_at_rest_encryption.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticache-replicationgroup.html
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::ElastiCache::ReplicationGroup
          Properties:
            AtRestEncryptionEnabled: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::ElastiCache::ReplicationGroup
          Properties:
            AtRestEncryptionEnabled: false
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/elasticache_replication_group#at_rest_encryption_enabled
  good:
    - |-
      resource ""aws_elasticache_replication_group"" ""good_example"" {
        replication_group_id          = ""foo""
        replication_group_description = ""my foo cluster""

        at_rest_encryption_enabled = true
      }
  bad:
    - |-
      resource ""aws_elasticache_replication_group"" ""bad_example"" {
        replication_group_id          = ""foo""
        replication_group_description = ""my foo cluster""

        at_rest_encryption_enabled = false
      }
"
AVD-AWS-0053,Load balancer is exposed to the internet.,HIGH,,"There are many scenarios in which you would want to expose a load balancer to the wider internet, but this check exists as a warning to prevent accidental exposure of internal assets. You should ensure that this resource should be exposed publicly.
",elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/alb_not_public.rego,"package builtin.aws.elb.aws0053

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some lb in input.aws.elb.loadbalancers
	isManaged(lb)
	not is_gateway(lb)
	not lb.internal.value

	res := result.new(
		""Load balancer is exposed publicly."",
		metadata.obj_by_path(lb, [""internal""]),
	)
}

is_gateway(lb) if lb.type.value == ""gateway"""
AVD-AWS-0051,Elasticache Replication Group uses unencrypted traffic.,HIGH,,"Traffic flowing between Elasticache replication nodes should be encrypted to ensure sensitive data is kept private.
",elasticache,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticache/enable_in_transit_encryption.rego,"package builtin.aws.elasticache.aws0051

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some group in input.aws.elasticache.replicationgroups
	not group.transitencryptionenabled.value
	res := result.new(
		""Replication group does not have transit encryption enabled."",
		metadata.obj_by_path(group, [""transitencryptionenabled""]),
	)
}"
AVD-AWS-0052,Load balancers should drop invalid headers,HIGH,,"Passing unknown or invalid headers through to the target poses a potential risk of compromise.
By setting drop_invalid_header_fields to true, anything that does not conform to well known, defined headers will be removed by the load balancer.
",elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/drop_invalid_headers.rego,"package builtin.aws.elb.aws0052

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some lb in input.aws.elb.loadbalancers
	isManaged(lb)
	lb.type.value == ""application""
	not lb.dropinvalidheaderfields.value
	res := result.new(
		""Application load balancer is not set to drop invalid headers."",
		metadata.obj_by_path(lb, [""dropinvalidheaderfields""]),
	)
}"
,,,,,elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/enable_domain_encryption.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::OpenSearchService::Domain
          Properties:
            EncryptionAtRestOptions:
              Enabled: true
    - |-
      Resources:
        GoodExample:
          Type: AWS::Elasticsearch::Domain
          Properties:
            EncryptionAtRestOptions:
              Enabled: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::OpenSearchService::Domain
    - |-
      Resources:
        BadExample:
          Type: AWS::Elasticsearch::Domain
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/elasticsearch_domain#encrypt_at_rest
  good:
    - |-
      resource ""aws_elasticsearch_domain"" ""good_example"" {
        encrypt_at_rest {
          enabled = true
        }
      }
  bad:
    - |-
      resource ""aws_elasticsearch_domain"" ""bad_example"" {
        encrypt_at_rest {
          enabled = false
        }
      }
"
,,,,,elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/use_secure_tls_policy.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticloadbalancingv2-listener.html
  good:
    - |-
      Resources:
        myLoadBalancer:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer

        GoodExample:
          Type: AWS::ElasticLoadBalancingV2::Listener
          Properties:
            LoadBalancerArn: !Ref myLoadBalancer
            Protocol: HTTPS
            SslPolicy: ELBSecurityPolicy-TLS13-1-2-2021-06
  bad:
    - |-
      Resources:
        myLoadBalancer:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer

        BadExample:
          Type: AWS::ElasticLoadBalancingV2::Listener
          Properties:
            LoadBalancerArn: !Ref myLoadBalancer
            Protocol: HTTPS
            SslPolicy: ELBSecurityPolicy-TLS-1-1-2017-01
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/lb_listener
  good:
    - |-
      resource ""aws_lb"" ""example"" {}

      resource ""aws_alb_listener"" ""good_example"" {
        load_balancer_arn = aws_lb.example.arn
        ssl_policy        = ""ELBSecurityPolicy-TLS13-1-2-2021-06""
        protocol          = ""HTTPS""
      }
  bad:
    - |-
      resource ""aws_lb"" ""example"" {}

      resource ""aws_alb_listener"" ""bad_example"" {
        load_balancer_arn = aws_lb.example.arn
        ssl_policy        = ""ELBSecurityPolicy-TLS-1-1-2017-01""
        protocol          = ""HTTPS""
      }
"
AVD-AWS-0137,Enable at-rest encryption for EMR clusters.,HIGH,,"Data stored within an EMR cluster should be encrypted to ensure sensitive data is kept private.
",emr,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/emr/enable_at_rest_encryption.rego,"package builtin.aws.emr.aws0137

import rego.v1

deny contains res if {
	some sec_conf in input.aws.emr.securityconfiguration
	vars := json.unmarshal(sec_conf.configuration.value)
	vars.EncryptionConfiguration.EnableAtRestEncryption == false
	res := result.new(""EMR cluster does not have at-rest encryption enabled."", sec_conf.configuration)
}"
,,,,,emr,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/emr/enable_at_rest_encryption.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/emr_security_configuration
  good:
    - |-
      resource ""aws_emr_security_configuration"" ""good_example"" {
        name = ""emrsc_other""

        configuration = <<EOF
        {
          ""EncryptionConfiguration"": {
            ""AtRestEncryptionConfiguration"": {
              ""S3EncryptionConfiguration"": {
                ""EncryptionMode"": ""SSE-S3""
              },
              ""LocalDiskEncryptionConfiguration"": {
                ""EncryptionKeyProviderType"": ""AwsKms"",
                ""AwsKmsKey"": ""arn:aws:kms:us-west-2:187416307283:alias/tf_emr_test_key""
              }
            },
            ""EnableInTransitEncryption"": true,
            ""EnableAtRestEncryption"": true
          }
        }
        EOF
      }
  bad:
    - |-
      resource ""aws_emr_security_configuration"" ""bad_example"" {
        name = ""emrsc_other""

        configuration = <<EOF
        {
          ""EncryptionConfiguration"": {
            ""AtRestEncryptionConfiguration"": {
              ""S3EncryptionConfiguration"": {
                ""EncryptionMode"": ""SSE-S3""
              },
              ""LocalDiskEncryptionConfiguration"": {
                ""EncryptionKeyProviderType"": ""AwsKms"",
                ""AwsKmsKey"": ""arn:aws:kms:us-west-2:187416307283:alias/tf_emr_test_key""
              }
            },
            ""EnableInTransitEncryption"": false,
            ""EnableAtRestEncryption"": false
          }
        }
        EOF
      }
"
,,,,,elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/enforce_https.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::Elasticsearch::Domain
          Properties:
            DomainEndpointOptions:
              EnforceHTTPS: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Elasticsearch::Domain
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/elasticsearch_domain#enforce_https
  good:
    - |-
      resource ""aws_elasticsearch_domain"" ""good_example"" {
        domain_endpoint_options {
          enforce_https = true
        }
      }
  bad:
    - |-
      resource ""aws_elasticsearch_domain"" ""bad_example"" {
        domain_endpoint_options {
          enforce_https = false
        }
      }
"
AVD-AWS-0138,Enable in-transit encryption for EMR clusters.,HIGH,,"Data stored within an EMR cluster should be encrypted to ensure sensitive data is kept private.
",emr,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/emr/enable_in_transit_encryption.rego,"package builtin.aws.emr.aws0138

import rego.v1

deny contains res if {
	some sec_conf in input.aws.emr.securityconfiguration
	vars := json.unmarshal(sec_conf.configuration.value)
	vars.EncryptionConfiguration.EnableInTransitEncryption == false
	res := result.new(""EMR cluster does not have in-transit encryption enabled."", sec_conf.configuration)
}"
,,,,,elasticsearch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elasticsearch/use_secure_tls_policy.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::Elasticsearch::Domain
          Properties:
            DomainEndpointOptions:
              TLSSecurityPolicy: Policy-Min-TLS-1-2-2019-07
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Elasticsearch::Domain
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/elasticsearch_domain#tls_security_policy
  good:
    - |-
      resource ""aws_elasticsearch_domain"" ""good_example"" {
        domain_endpoint_options {
          enforce_https       = true
          tls_security_policy = ""Policy-Min-TLS-1-2-2019-07""
        }
      }
  bad:
    - |-
      resource ""aws_elasticsearch_domain"" ""bad_example"" {
        domain_endpoint_options {
          enforce_https       = true
          tls_security_policy = ""Policy-Min-TLS-1-0-2019-07""
        }
      }
"
AVD-AWS-0144,Credentials which are no longer used should be disabled.,MEDIUM,,"CIS recommends that you remove or deactivate all credentials that have been unused in 90 days or more. Disabling or removing unnecessary credentials reduces the window of opportunity for credentials associated with a compromised or abandoned account to be used.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/disable_unused_credentials.rego,"package builtin.aws.iam.aws0144

import rego.v1

import data.lib.aws.iam

days_to_check := 90

deny contains res if {
	some user in input.aws.iam.users
	iam.user_is_inactive(user, days_to_check)
	res := result.new(""User has not logged in for >90 days."", user)
}

deny contains res if {
	some user in input.aws.iam.users
	not iam.user_is_inactive(user, days_to_check)
	some key in user.accesskeys
	iam.key_is_unused(key, days_to_check)
	res := result.new(sprintf(""User access key %q has not been used in >90 days"", [key.accesskeyid.value]), user)
}"
,,,,,emr,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/emr/enable_local_disk_encryption.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/emr_security_configuration
  good:
    - |-
      resource ""aws_emr_security_configuration"" ""good_example"" {
        name = ""emrsc_other""

        configuration = <<EOF
        {
          ""EncryptionConfiguration"": {
            ""AtRestEncryptionConfiguration"": {
              ""S3EncryptionConfiguration"": {
                ""EncryptionMode"": ""SSE-S3""
              },
              ""LocalDiskEncryptionConfiguration"": {
                ""EncryptionKeyProviderType"": ""AwsKms"",
                ""AwsKmsKey"": ""arn:aws:kms:us-west-2:187416307283:alias/tf_emr_test_key""
              }
            },
            ""EnableInTransitEncryption"": true,
            ""EnableAtRestEncryption"": true
          }
        }
        EOF
      }
  bad:
    - |-
      resource ""aws_emr_security_configuration"" ""bad_example"" {
        name = ""emrsc_other""

        configuration = <<EOF
        {
          ""EncryptionConfiguration"": {
            ""AtRestEncryptionConfiguration"": {
              ""S3EncryptionConfiguration"": {
                ""EncryptionMode"": ""SSE-S3""
              },
              ""LocalDiskEncryptionConfiguration"": {
                ""EncryptionKeyProviderType"": """",
                ""AwsKmsKey"": """"
              }
            },
            ""EnableInTransitEncryption"": false,
            ""EnableAtRestEncryption"": false
          }
        }
        EOF
      }
"
AVD-AWS-0139,Enable local-disk encryption for EMR clusters.,HIGH,,"Data stored within an EMR instances should be encrypted to ensure sensitive data is kept private.
",emr,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/emr/enable_local_disk_encryption.rego,"package builtin.aws.emr.aws0139

import rego.v1

deny contains res if {
	some sec_conf in input.aws.emr.securityconfiguration
	vars := json.unmarshal(sec_conf.configuration.value)
	vars.EncryptionConfiguration.AtRestEncryptionConfiguration.LocalDiskEncryptionConfiguration.EncryptionKeyProviderType == """"
	res := result.new(""EMR cluster does not have local-disk encryption enabled."", sec_conf.configuration)
}"
AVD-AWS-0054,Use of plain HTTP.,CRITICAL,,"Plain HTTP is unencrypted and human-readable. This means that if a malicious actor was to eavesdrop on your connection, they would be able to see all of your data flowing back and forth.
You should use HTTPS, which is HTTP over an encrypted (TLS) connection, meaning eavesdroppers cannot read your traffic.
",elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/http_not_used.rego,"package builtin.aws.elb.aws0054

import rego.v1

deny contains res if {
	some lb in input.aws.elb.loadbalancers
	isManaged(lb)
	lb.type.value == ""application""

	some listener in lb.listeners
	use_http(listener)
	res := result.new(""Listener for application load balancer does not use HTTPS."", listener)
}

use_http(listener) if {
	listener.protocol.value == ""HTTP""
	not has_redirect(listener)
}

has_redirect(listener) if {
	some action in listener.defaultactions
	action.type.value == ""redirect""
}"
,,,,,elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/alb_not_public.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticloadbalancingv2-loadbalancer.html
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer
          Properties:
            Scheme: internal
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/lb
  good:
    - |-
      resource ""aws_alb"" ""good_example"" {
        load_balancer_type = ""gateway""
        internal           = false
      }
    - |-
      resource ""aws_alb"" ""good_example"" {
        internal = true
      }
  bad:
    - |-
      resource ""aws_alb"" ""bad_example"" {
        internal = false
      }
"
,,,,,elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/drop_invalid_headers.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticloadbalancingv2-loadbalancer.html
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer
          Properties:
            LoadBalancerAttributes:
              - Key: routing.http.drop_invalid_header_fields.enabled
                Value: true
    - |-
      Resources:
        GoodExample:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer
          Properties:
            Type: gateway
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer
          Properties:
            LoadBalancerAttributes:
              - Key: routing.http.drop_invalid_header_fields.enabled
                Value: false
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/lb#drop_invalid_header_fields
  good:
    - |-
      resource ""aws_alb"" ""good_example"" {
        drop_invalid_header_fields = true
      }
  bad:
    - |-
      resource ""aws_alb"" ""bad_example"" {
        drop_invalid_header_fields = false
      }
"
AVD-AWS-0047,An outdated SSL policy is in use by a load balancer.,CRITICAL,,"You should not use outdated/insecure TLS versions for encryption. You should be using TLS v1.2+.
",elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/use_secure_tls_policy.rego,"package builtin.aws.elb.aws0047

import rego.v1

outdated_ssl_policies := {
	""ELBSecurityPolicy-2015-05"",
	""ELBSecurityPolicy-2016-08"",
	""ELBSecurityPolicy-FS-2018-06"",
	""ELBSecurityPolicy-FS-1-1-2019-08"",
	""ELBSecurityPolicy-TLS-1-0-2015-04"",
	""ELBSecurityPolicy-TLS-1-1-2017-01"",
	""ELBSecurityPolicy-TLS13-1-0-2021-06"",
	""ELBSecurityPolicy-TLS13-1-1-2021-06"",
	""ELBSecurityPolicy-TLS13-1-2-Ext1-2021-06"",
	""ELBSecurityPolicy-TLS13-1-2-Ext2-2021-06"",
}

deny contains res if {
	some lb in input.aws.elb.loadbalancers
	isManaged(lb)
	some listener in lb.listeners
	has_outdated_policy(listener)
	res := result.new(""Listener uses an outdated TLS policy."", listener.tlspolicy)
}

has_outdated_policy(listener) if {
	listener.tlspolicy.value in outdated_ssl_policies
}"
,,,,,elb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/elb/http_not_used.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticloadbalancingv2-listener.html
  good:
    - |-
      Resources:
        myLoadBalancer:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer

        GoodExample:
          Type: AWS::ElasticLoadBalancingV2::Listener
          Properties:
            LoadBalancerArn: !Ref myLoadBalancer
            Protocol: HTTPS
  bad:
    - |-
      Resources:
        myLoadBalancer:
          Type: AWS::ElasticLoadBalancingV2::LoadBalancer

        BadExample:
          Type: AWS::ElasticLoadBalancingV2::Listener
          Properties:
            LoadBalancerArn: !Ref myLoadBalancer
            Protocol: HTTP
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/lb_listener
  good:
    - |-
      resource ""aws_lb"" ""example"" {}

      resource ""aws_alb_listener"" ""good_example"" {
        load_balancer_arn = aws_lb.example.arn
        protocol          = ""HTTPS""
      }
  bad:
    - |-
      resource ""aws_lb"" ""example"" {}

      resource ""aws_alb_listener"" ""bad_example"" {
        load_balancer_arn = aws_lb.example.arn
        protocol          = ""HTTP""
      }
"
AVD-AWS-0165,"The ""root"" account has unrestricted access to all resources in the AWS account. It is highly recommended that this account have hardware MFA enabled.",MEDIUM,,"Hardware MFA adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to an AWS website, they're prompted for their user name and password and for an authentication code from their AWS MFA device.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/enforce_root_hardware_mfa.rego,"package builtin.aws.iam.aws0165

import rego.v1

deny contains res if {
	some user in input.aws.iam.users
	user.name.value == ""root""
	not is_user_have_hardware_mfa(user)
	res := result.new(""Root user does not have a hardware MFA device"", user)
}

# is_user_have_hardware_mfa(user) if

is_user_have_hardware_mfa(user) if {
	some device in user.mfadevices
	device.isvirtual.value == false
}"
AVD-AWS-0123,IAM groups should have MFA enforcement activated.,MEDIUM,,"IAM groups should be protected with multi factor authentication to add safe guards to password compromise.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/enforce_group_mfa.rego,"package builtin.aws.iam.aws0123

import rego.v1

deny contains res if {
	some group in input.aws.iam.groups
	not is_group_mfa_enforced(group)
	res := result.new(""Multi-Factor authentication is not enforced for group"", group)
}

is_group_mfa_enforced(group) if {
	some policy in group.policies
	value := json.unmarshal(policy.document.value)
	some condition in value.Statement[_].Condition
	some key, _ in condition
	key == ""aws:MultiFactorAuthPresent""
}"
