row_number,ground_truth_path,run_id,status,final_validation_passed,iterations_used,llm_calls_total,token_all_tokens,token_input_tokens,token_output_tokens,token_prompt_tokens,token_completion_tokens,scenario_policy_pass_rate,filtered_compliance_rate,unfiltered_compliance_rate,duration_seconds,error_message,error_traceback,policy_total_policies,policy_passed_policies,final_template,deploy_target,deploy_passed,deploy_stack_id,deploy_error_message,deploy_logs,deploy_duration_seconds,deploy_failed_resources,deploy_completed_resources,total_yaml_errors,total_cfn_lint_errors,total_security_errors,all_yaml_errors,all_cfn_lint_errors,all_security_errors,latest_error_yaml,latest_error_cfn-lint,latest_error_trivy,val_stage_yaml_passed,val_stage_cfn-lint_passed,val_stage_trivy_passed
96,Data\groud_truth\template\network-stack.yaml,20260504_172854_b25d74de,ok,True,5,11,146465,0,0,110518,35947,1.0,1.0,1.0,1465.092,,,0.0,0.0,"AWSTemplateFormatVersion: '2010-09-09'
Description: 'Production-ready VPC infrastructure with one public subnet, two private subnets across AZs, NAT Gateway, security groups for ALB/app/DB, internal Application Load Balancer with listener, ECR repository, and SSM Parameters storing key resource IDs.'

Resources:
  VPC:
    Type: AWS::EC2::VPC
    Properties:
      CidrBlock: '10.0.0.0/16'
      EnableDnsHostnames: true
      EnableDnsSupport: true
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-vpc'
        - Key: Environment
          Value: production

  InternetGateway:
    Type: AWS::EC2::InternetGateway
    Properties:
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-igw'
        - Key: Environment
          Value: production

  VPCGatewayAttachment:
    Type: AWS::EC2::VPCGatewayAttachment
    Properties:
      VpcId: !Ref VPC
      InternetGatewayId: !Ref InternetGateway

  PublicSubnet:
    Type: AWS::EC2::Subnet
    Properties:
      VpcId: !Ref VPC
      AvailabilityZone: !Select [0, !GetAZs '']
      CidrBlock: '10.0.1.0/24'
      MapPublicIpOnLaunch: true
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-public-subnet'
        - Key: Environment
          Value: production

  PrivateSubnet1:
    Type: AWS::EC2::Subnet
    Properties:
      VpcId: !Ref VPC
      AvailabilityZone: !Select [1, !GetAZs '']
      CidrBlock: '10.0.2.0/24'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-private-subnet-1'
        - Key: Environment
          Value: production

  PrivateSubnet2:
    Type: AWS::EC2::Subnet
    Properties:
      VpcId: !Ref VPC
      AvailabilityZone: !Select [2, !GetAZs '']
      CidrBlock: '10.0.3.0/24'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-private-subnet-2'
        - Key: Environment
          Value: production

  EIP:
    Type: AWS::EC2::EIP
    Properties:
      Domain: vpc
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-eip'
        - Key: Environment
          Value: production
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain

  NATGateway:
    Type: AWS::EC2::NatGateway
    Properties:
      SubnetId: !Ref PublicSubnet
      AllocationId: !GetAtt EIP.AllocationId
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-nat'
        - Key: Environment
          Value: production

  PublicRouteTable:
    Type: AWS::EC2::RouteTable
    Properties:
      VpcId: !Ref VPC
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-public-rt'
        - Key: Environment
          Value: production

  PublicInternetRoute:
    Type: AWS::EC2::Route
    Properties:
      RouteTableId: !Ref PublicRouteTable
      DestinationCidrBlock: '0.0.0.0/0'
      GatewayId: !Ref InternetGateway

  PublicRouteTableAssociation:
    Type: AWS::EC2::SubnetRouteTableAssociation
    Properties:
      SubnetId: !Ref PublicSubnet
      RouteTableId: !Ref PublicRouteTable

  PrivateRouteTable:
    Type: AWS::EC2::RouteTable
    Properties:
      VpcId: !Ref VPC
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-private-rt'
        - Key: Environment
          Value: production

  PrivateNatRoute:
    Type: AWS::EC2::Route
    Properties:
      RouteTableId: !Ref PrivateRouteTable
      DestinationCidrBlock: '0.0.0.0/0'
      NatGatewayId: !Ref NATGateway

  PrivateSubnet1RouteTableAssociation:
    Type: AWS::EC2::SubnetRouteTableAssociation
    Properties:
      SubnetId: !Ref PrivateSubnet1
      RouteTableId: !Ref PrivateRouteTable

  PrivateSubnet2RouteTableAssociation:
    Type: AWS::EC2::SubnetRouteTableAssociation
    Properties:
      SubnetId: !Ref PrivateSubnet2
      RouteTableId: !Ref PrivateRouteTable

  ALBSecurityGroup:
    Type: AWS::EC2::SecurityGroup
    Properties:
      GroupDescription: !Sub '${AWS::StackName}-alb-sg'
      VpcId: !Ref VPC
      SecurityGroupIngress:
        - IpProtocol: tcp
          FromPort: 80
          ToPort: 80
          CidrIp: !GetAtt VPC.CidrBlock
      SecurityGroupEgress:
        - IpProtocol: '-1'
          CidrIp: '0.0.0.0/0'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-alb-sg'
        - Key: Environment
          Value: production

  AppSecurityGroup:
    Type: AWS::EC2::SecurityGroup
    Properties:
      GroupDescription: !Sub '${AWS::StackName}-app-sg'
      VpcId: !Ref VPC
      SecurityGroupIngress:
        - IpProtocol: tcp
          FromPort: 80
          ToPort: 80
          SourceSecurityGroupId: !GetAtt ALBSecurityGroup.GroupId
        - IpProtocol: tcp
          FromPort: 443
          ToPort: 443
          SourceSecurityGroupId: !GetAtt ALBSecurityGroup.GroupId
        - IpProtocol: tcp
          FromPort: 22
          ToPort: 22
          CidrIp: '0.0.0.0/0'
        - IpProtocol: tcp
          FromPort: 0
          ToPort: 65535
          CidrIp: !GetAtt VPC.CidrBlock
        - IpProtocol: udp
          FromPort: 0
          ToPort: 65535
          CidrIp: !GetAtt VPC.CidrBlock
        - IpProtocol: icmp
          FromPort: -1
          ToPort: -1
          CidrIp: !GetAtt VPC.CidrBlock
      SecurityGroupEgress:
        - IpProtocol: '-1'
          CidrIp: '0.0.0.0/0'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-app-sg'
        - Key: Environment
          Value: production

  DBSecurityGroup:
    Type: AWS::EC2::SecurityGroup
    Properties:
      GroupDescription: !Sub '${AWS::StackName}-db-sg'
      VpcId: !Ref VPC
      SecurityGroupIngress:
        - IpProtocol: tcp
          FromPort: 5432
          ToPort: 5432
          SourceSecurityGroupId: !GetAtt AppSecurityGroup.GroupId
        - IpProtocol: tcp
          FromPort: 5432
          ToPort: 5432
          CidrIp: !GetAtt VPC.CidrBlock
      SecurityGroupEgress:
        - IpProtocol: '-1'
          CidrIp: '0.0.0.0/0'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-db-sg'
        - Key: Environment
          Value: production

  ApplicationLoadBalancer:
    Type: AWS::ElasticLoadBalancingV2::LoadBalancer
    Properties:
      Name: !Sub '${AWS::StackName}-alb'
      Scheme: internal
      Subnets:
        - !Ref PrivateSubnet1
        - !Ref PrivateSubnet2
      SecurityGroups:
        - !Ref ALBSecurityGroup
      Type: application
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-alb'
        - Key: Environment
          Value: production

  ALBListener:
    Type: AWS::ElasticLoadBalancingV2::Listener
    Properties:
      LoadBalancerArn: !Ref ApplicationLoadBalancer
      Port: 80
      Protocol: HTTP
      DefaultActions:
        - Type: fixed-response
          FixedResponseConfig:
            StatusCode: '503'
            ContentType: 'text/plain'

  ECRRepository:
    Type: AWS::ECR::Repository
    Properties:
      RepositoryName: !Sub '${AWS::StackName}-app-repo'
      ImageTagMutability: MUTABLE
      ImageScanningConfiguration:
        ScanOnPush: true
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-app-repo'
        - Key: Environment
          Value: production
    DeletionPolicy: Retain
    UpdateReplacePolicy: Retain

  VpcIdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/vpc/id'
      Type: String
      Value: !Ref VPC
      Tags:
        Name: !Sub '${AWS::StackName}-vpc-id-ssm'
        Environment: production

  PublicSubnetIdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/public-subnet/id'
      Type: String
      Value: !Ref PublicSubnet
      Tags:
        Name: !Sub '${AWS::StackName}-public-subnet-id-ssm'
        Environment: production

  PrivateSubnet1IdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/private-subnet-1/id'
      Type: String
      Value: !Ref PrivateSubnet1
      Tags:
        Name: !Sub '${AWS::StackName}-private-subnet-1-id-ssm'
        Environment: production

  PrivateSubnet2IdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/private-subnet-2/id'
      Type: String
      Value: !Ref PrivateSubnet2
      Tags:
        Name: !Sub '${AWS::StackName}-private-subnet-2-id-ssm'
        Environment: production

  ALBSGIdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/alb-sg/id'
      Type: String
      Value: !Ref ALBSecurityGroup
      Tags:
        Name: !Sub '${AWS::StackName}-alb-sg-id-ssm'
        Environment: production

  AppSGIdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/app-sg/id'
      Type: String
      Value: !Ref AppSecurityGroup
      Tags:
        Name: !Sub '${AWS::StackName}-app-sg-id-ssm'
        Environment: production

  DBSGIdParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/db-sg/id'
      Type: String
      Value: !Ref DBSecurityGroup
      Tags:
        Name: !Sub '${AWS::StackName}-db-sg-id-ssm'
        Environment: production

  ALBListenerArnParameter:
    Type: AWS::SSM::Parameter
    Properties:
      Name: !Sub '/${AWS::StackName}/alb-listener/arn'
      Type: String
      Value: !Ref ALBListener
      Tags:
        Name: !Sub '${AWS::StackName}-alb-listener-arn-ssm'
        Environment: production",aws,True,arn:aws:cloudformation:us-east-1:649872913223:stack/iac-god-eval-b7478351/c8e57dc0-478d-11f1-a382-0afff54f7ab9,None,"[""Creating stack 'iac-god-eval-b7478351' on aws"", 'iac-god-eval-b7478351: CREATE_IN_PROGRESS - User Initiated', 'ECRRepository: CREATE_IN_PROGRESS - N/A', 'VPC: CREATE_IN_PROGRESS - N/A', 'EIP: CREATE_IN_PROGRESS - N/A', 'InternetGateway: CREATE_IN_PROGRESS - N/A', 'InternetGateway: CREATE_IN_PROGRESS - Resource creation Initiated', 'ECRRepository: CREATE_IN_PROGRESS - Resource creation Initiated', 'ECRRepository: CREATE_COMPLETE - N/A', 'InternetGateway: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'VPC: CREATE_IN_PROGRESS - Resource creation Initiated', 'EIP: CREATE_IN_PROGRESS - Resource creation Initiated', 'EIP: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'VPC: CREATE_COMPLETE - N/A', 'PrivateRouteTable: CREATE_IN_PROGRESS - N/A', 'VPCGatewayAttachment: CREATE_IN_PROGRESS - N/A', 'PrivateSubnet2: CREATE_IN_PROGRESS - N/A', 'PublicSubnet: CREATE_IN_PROGRESS - N/A', 'VpcIdParameter: CREATE_IN_PROGRESS - N/A', 'PublicRouteTable: CREATE_IN_PROGRESS - N/A', 'PrivateSubnet1: CREATE_IN_PROGRESS - N/A', 'ALBSecurityGroup: CREATE_IN_PROGRESS - N/A', 'VPCGatewayAttachment: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateRouteTable: CREATE_IN_PROGRESS - Resource creation Initiated', 'PublicSubnet: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet2: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet1: CREATE_IN_PROGRESS - Resource creation Initiated', 'VpcIdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'PublicRouteTable: CREATE_IN_PROGRESS - Resource creation Initiated', 'VpcIdParameter: CREATE_COMPLETE - N/A', 'PrivateRouteTable: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'PublicRouteTable: CREATE_IN_PROGRESS - Eventual consistency check initiated', 'VPCGatewayAttachment: CREATE_COMPLETE - N/A', 'ALBSecurityGroup: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet2: CREATE_COMPLETE - N/A', 'PrivateSubnet1: CREATE_COMPLETE - N/A', 'PublicSubnet: CREATE_COMPLETE - N/A', 'PrivateSubnet2IdParameter: CREATE_IN_PROGRESS - N/A', 'PrivateSubnet1IdParameter: CREATE_IN_PROGRESS - N/A', 'PrivateSubnet2RouteTableAssociation: CREATE_IN_PROGRESS - N/A', 'PrivateSubnet1RouteTableAssociation: CREATE_IN_PROGRESS - N/A', 'EIP: CREATE_COMPLETE - N/A', 'PublicSubnetIdParameter: CREATE_IN_PROGRESS - N/A', 'PublicRouteTableAssociation: CREATE_IN_PROGRESS - N/A', 'NATGateway: CREATE_IN_PROGRESS - N/A', 'PrivateSubnet2IdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet1IdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet2IdParameter: CREATE_COMPLETE - N/A', 'PublicSubnetIdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet1RouteTableAssociation: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet2RouteTableAssociation: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet1IdParameter: CREATE_COMPLETE - N/A', 'PrivateSubnet1RouteTableAssociation: CREATE_COMPLETE - N/A', 'PublicSubnetIdParameter: CREATE_COMPLETE - N/A', 'PublicRouteTableAssociation: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateSubnet2RouteTableAssociation: CREATE_COMPLETE - N/A', 'NATGateway: CREATE_IN_PROGRESS - Resource creation Initiated', 'PublicRouteTableAssociation: CREATE_COMPLETE - N/A', 'ALBSecurityGroup: CREATE_COMPLETE - N/A', 'ALBSGIdParameter: CREATE_IN_PROGRESS - N/A', 'ApplicationLoadBalancer: CREATE_IN_PROGRESS - N/A', 'AppSecurityGroup: CREATE_IN_PROGRESS - N/A', 'ALBSGIdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'ALBSGIdParameter: CREATE_COMPLETE - N/A', 'PrivateRouteTable: CREATE_COMPLETE - N/A', 'PublicRouteTable: CREATE_COMPLETE - N/A', 'ApplicationLoadBalancer: CREATE_IN_PROGRESS - Resource creation Initiated', 'AppSecurityGroup: CREATE_IN_PROGRESS - Resource creation Initiated', 'AppSecurityGroup: CREATE_COMPLETE - N/A', 'AppSGIdParameter: CREATE_IN_PROGRESS - N/A', 'DBSecurityGroup: CREATE_IN_PROGRESS - N/A', 'InternetGateway: CREATE_COMPLETE - N/A', 'PublicInternetRoute: CREATE_IN_PROGRESS - N/A', 'AppSGIdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'AppSGIdParameter: CREATE_COMPLETE - N/A', 'PublicInternetRoute: CREATE_IN_PROGRESS - Resource creation Initiated', 'PublicInternetRoute: CREATE_COMPLETE - N/A', 'DBSecurityGroup: CREATE_IN_PROGRESS - Resource creation Initiated', 'DBSecurityGroup: CREATE_COMPLETE - N/A', 'DBSGIdParameter: CREATE_IN_PROGRESS - N/A', 'DBSGIdParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'DBSGIdParameter: CREATE_COMPLETE - N/A', 'NATGateway: CREATE_COMPLETE - N/A', 'PrivateNatRoute: CREATE_IN_PROGRESS - N/A', 'PrivateNatRoute: CREATE_IN_PROGRESS - Resource creation Initiated', 'PrivateNatRoute: CREATE_COMPLETE - N/A', 'ApplicationLoadBalancer: CREATE_COMPLETE - N/A', 'ALBListener: CREATE_IN_PROGRESS - N/A', 'ALBListener: CREATE_IN_PROGRESS - Resource creation Initiated', 'ALBListener: CREATE_COMPLETE - N/A', 'ALBListenerArnParameter: CREATE_IN_PROGRESS - N/A', 'ALBListenerArnParameter: CREATE_IN_PROGRESS - Resource creation Initiated', 'ALBListenerArnParameter: CREATE_COMPLETE - N/A']",532.85,None,ECRRepository | VPC | VpcIdParameter | VPCGatewayAttachment | PrivateSubnet2 | PrivateSubnet1 | PublicSubnet | EIP | PrivateSubnet2IdParameter | PrivateSubnet1IdParameter | PrivateSubnet1RouteTableAssociation | PublicSubnetIdParameter | PrivateSubnet2RouteTableAssociation | PublicRouteTableAssociation | ALBSecurityGroup | ALBSGIdParameter | PrivateRouteTable | PublicRouteTable | AppSecurityGroup | InternetGateway | AppSGIdParameter | PublicInternetRoute | DBSecurityGroup | DBSGIdParameter | NATGateway | PrivateNatRoute | ApplicationLoadBalancer | ALBListener | ALBListenerArnParameter,0.0,31.0,0.0,None,"[W3011] | line 69 | Resource: EIP | Both 'UpdateReplacePolicy' and 'DeletionPolicy' are needed to protect resource from deletion | Both UpdateReplacePolicy and DeletionPolicy are needed to protect resources from deletion | [E3001] | line 74 | Resource: EIP | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 85 | Resource: NATGateway | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [W3687] | line 155 | Resource: ALBSecurityGroup | ['FromPort', 'ToPort'] are ignored when using 'IpProtocol' value '-1' | When using a protocol other than icmp, icmpv6, tcp, or udp the port ranges properties are ignored | [W3687] | line 196 | Resource: AppSecurityGroup | ['FromPort', 'ToPort'] are ignored when using 'IpProtocol' value '-1' | When using a protocol other than icmp, icmpv6, tcp, or udp the port ranges properties are ignored | [W3687] | line 221 | Resource: DBSecurityGroup | ['FromPort', 'ToPort'] are ignored when using 'IpProtocol' value '-1' | When using a protocol other than icmp, icmpv6, tcp, or udp the port ranges properties are ignored | [E3001] | line 241 | Resource: ApplicationLoadBalancer | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3002] | line 255 | Resource: ALBListener | Additional properties are not allowed ('StatusCode' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 256 | Resource: ALBListener | Additional properties are not allowed ('ContentType' was unexpected) | Making sure that resources properties are properly configured | [E3002] | line 257 | Resource: ALBListener | Additional properties are not allowed ('Message' was unexpected) | Making sure that resources properties are properly configured | [E3001] | line 258 | Resource: ALBListener | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [W3011] | line 264 | Resource: ECRRepository | Both 'UpdateReplacePolicy' and 'DeletionPolicy' are needed to protect resource from deletion | Both UpdateReplacePolicy and DeletionPolicy are needed to protect resources from deletion | [E3002] | line 270 | Resource: ECRRepository | Additional properties are not allowed ('scanOnPush' was unexpected. Did you mean 'ScanOnPush'?) | Making sure that resources properties are properly configured | [E3001] | line 272 | Resource: ECRRepository | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 284 | Resource: VpcIdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 296 | Resource: PublicSubnetIdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 308 | Resource: PrivateSubnet1IdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 320 | Resource: PrivateSubnet2IdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 332 | Resource: ALBSGIdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 344 | Resource: AppSGIdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 356 | Resource: DBSGIdParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3001] | line 368 | Resource: ALBListenerArnParameter | Additional properties are not allowed ('Tags' was unexpected) | Making sure the basic CloudFormation resources are properly configured | [E3002] | line 253 | Resource: ALBListener | Additional properties are not allowed ('Message' was unexpected) | Making sure that resources properties are properly configured | [E3012] | line 276 | Resource: VpcIdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-vpc-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 288 | Resource: PublicSubnetIdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-public-subnet-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 300 | Resource: PrivateSubnet1IdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-private-subnet-1-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 312 | Resource: PrivateSubnet2IdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-private-subnet-2-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 324 | Resource: ALBSGIdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-alb-sg-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 336 | Resource: AppSGIdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-app-sg-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 348 | Resource: DBSGIdParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-db-sg-id-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types. | [E3012] | line 360 | Resource: ALBListenerArnParameter | [{'Key': 'Name', 'Value': {'Fn::Sub': '${AWS::StackName}-alb-listener-arn-ssm'}}, {'Key': 'Environment', 'Value': 'production'}] is not of type 'object' | Checks resource property values with Primitive Types for values that match those types.",None,None,None,,True,True,
97,Data\groud_truth\template\organization_data_pipeline.yaml,20260429_000324_617eccf8,ok,True,10,29,456173,0,0,349776,106397,1.0,1.0,1.0,884.076,,,,,,,,,,,,,,,,,,,,,,,,,
98,Data\groud_truth\template\web.yaml,20260429_001808_c5496d7e,ok,True,6,17,91342,0,0,51366,39976,1.0,1.0,1.0,420.283,,,,,,,,,,,,,,,,,,,,,,,,,
99,Data\groud_truth\template\pattern3-base.yaml,20260429_002508_3b19a51e,ok,True,2,5,32339,0,0,18394,13945,1.0,1.0,1.0,101.792,,,,,,,,,,,,,,,,,,,,,,,,,
100,Data\groud_truth\template\baseline-iam.yaml,20260429_002650_bca6e011,ok,True,3,8,93690,0,0,58608,35082,1.0,1.0,1.0,260.891,,,,,,,,,,,,,,,,,,,,,,,,,
101,Data\groud_truth\template\vpc-flow-logs-custom.yaml,20260429_003111_5a8e0d20,ok,True,8,23,265745,0,0,187288,78457,1.0,1.0,1.0,623.101,,,,,,,,,,,,,,,,,,,,,,,,,
102,Data\groud_truth\template\risk_management.yaml,20260429_004134_e50466bf,ok,True,9,26,296139,0,0,211502,84637,1.0,1.0,1.0,738.87,,,,,,,,,,,,,,,,,,,,,,,,,
103,Data\groud_truth\template\security-lab-stack.yaml,20260429_005353_396b682c,ok,False,15,44,893329,0,0,722406,170923,1.0,1.0,1.0,1382.833,,,,,,,,,,,,,,,,,,,,,,,,,
104,Data\groud_truth\template\sample_environment_template.yaml,20260429_011655_53d08162,ok,True,3,8,86872,0,0,60529,26343,1.0,1.0,1.0,225.737,,,,,,,,,,,,,,,,,,,,,,,,,
105,Data\groud_truth\template\automation_role.yaml,20260429_012041_b3f56f01,ok,True,2,5,15987,0,0,7128,8859,1.0,1.0,1.0,91.62,,,,,,,,,,,,,,,,,,,,,,,,,
106,Data\groud_truth\template\bucket_and_notification.yaml,20260429_012213_95e1f4ad,ok,True,12,35,447437,0,0,315701,131736,1.0,1.0,1.0,1172.053,,,,,,,,,,,,,,,,,,,,,,,,,
107,Data\groud_truth\template\APIGateway_SQS_ReceiveMessages.yaml,20260429_014145_d3d2ad50,ok,True,2,5,33799,0,0,15712,18087,1.0,1.0,1.0,154.767,,,,,,,,,,,,,,,,,,,,,,,,,
108,Data\groud_truth\template\cognito_sample.yaml,20260429_014420_f01cf17f,ok,True,4,11,60764,0,0,41501,19263,1.0,1.0,1.0,164.47,,,,,,,,,,,,,,,,,,,,,,,,,
109,Data\groud_truth\template\mongoDB.yaml,20260429_014704_1ae795b4,ok,True,6,17,144945,0,0,84912,60033,1.0,1.0,1.0,595.347,,,,,,,,,,,,,,,,,,,,,,,,,
110,Data\groud_truth\template\crossAccResources.yaml,20260429_015659_a2988d26,ok,True,4,11,76132,0,0,49832,26300,1.0,1.0,1.0,249.627,,,,,,,,,,,,,,,,,,,,,,,,,
111,Data\groud_truth\template\DataDogApiDestination.yaml,20260429_020109_10d88f22,ok,True,6,17,139135,0,0,89139,49996,1.0,1.0,1.0,498.878,,,,,,,,,,,,,,,,,,,,,,,,,
112,Data\groud_truth\template\sns-sqs.yaml,20260429_143042_01074648,ok,True,4,11,73446,0,0,39861,33585,1.0,1.0,1.0,309.01,,,,,,,,,,,,,,,,,,,,,,,,,
113,Data\groud_truth\template\sns_with_events.yaml,20260429_143551_e64c8626,ok,True,1,2,4987,0,0,2792,2195,1.0,1.0,1.0,26.416,,,,,,,,,,,,,,,,,,,,,,,,,
114,Data\groud_truth\template\b2bi.yaml,20260429_143618_e4ac58de,ok,True,15,44,484231,0,0,359694,124537,1.0,1.0,1.0,1176.315,,,,,,,,,,,,,,,,,,,,,,,,,
115,Data\groud_truth\template\sns-secretsmanager.yaml,20260429_145554_1b004879,ok,True,3,8,36988,0,0,18698,18290,1.0,1.0,1.0,197.838,,,,,,,,,,,,,,,,,,,,,,,,,
116,Data\groud_truth\template\sns_with_sqs.yaml,20260429_145912_7f48de49,ok,True,2,5,29416,0,0,17787,11629,1.0,1.0,1.0,107.294,,,,,,,,,,,,,,,,,,,,,,,,,
117,Data\groud_truth\template\DynamoDB_to_EventBridge.yaml,20260429_150059_0168f73a,ok,True,9,26,322154,0,0,223590,98564,1.0,1.0,1.0,882.104,,,,,,,,,,,,,,,,,,,,,,,,,
