row_index,row_number,matched,difficulty_level,total_required_resources,total_generated_resources,correct_resources,missing_resources,extra_resources,coverage_pct,accuracy_pct,intent_coverage_pct,intent_correct,intent_needed,template_empty,parse_error,gt_missing,ground_truth_path,correct_resource_types,missing_resource_types,extra_resource_types,generated_resource_types,prompt
10,20,True,5,34,33,33,1,0,97.06,100.0,,0,0,False,False,False,cfn_templates/moussan__aws-landing-zone/templates/vpc-networking.yaml,AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::InternetGateway;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC;AWS::EC2::TransitGateway;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::FlowLog,AWS::EC2::TransitGatewayAttachment,,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::TransitGateway;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::EC2::FlowLog;AWS::EC2::SecurityGroup;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint,"We need a CloudFormation template that creates a landing zone hub VPC for multi-account spoke attachment, using an environment name prefix defaulting to ""landing-zone"", a VPC CIDR of 10.0.0.0/16, public subnets 10.0.1.0/24 and 10.0.2.0/24, private subnets 10.0.10.0/24 and 10.0.11.0/24 across two AZs, NAT gateways in each public subnet, public and private route tables, and a Transit Gateway with a private ASN of 64512 and DNS and VPN ECMP support enabled, along with private routes that send 10.0.0.0/8 traffic toward the Transit Gateway for spoke connectivity. The template should also provision VPC flow logs to CloudWatch and add VPC endpoints for SSM, EC2 Messages, SSM Messages, CloudWatch Logs, and S3 so private subnets can securely reach these services without internet access. Please include the necessary IAM roles, security groups, and standard resource tagging as best practices, and make the core infrastructure reusable by exporting key resource IDs such as the VPC, subnets, and Transit Gateway."
11,32,True,3,4,8,4,0,4,100.0,50.0,,0,0,False,False,False,cfn_templates/dallasclouddev__arc-regional-failover/templates/7-failover-automation.yaml,AWS::SSM::Document;AWS::Lambda::Function;AWS::IAM::Role;AWS::IAM::Role,,AWS::Route53RecoveryControl::ControlPanel;AWS::SecretsManager::Secret;AWS::Route53RecoveryControl::RoutingControl;AWS::Route53RecoveryControl::Cluster,AWS::IAM::Role;AWS::IAM::Role;AWS::Route53RecoveryControl::Cluster;AWS::Route53RecoveryControl::ControlPanel;AWS::Route53RecoveryControl::RoutingControl;AWS::SecretsManager::Secret;AWS::SSM::Document;AWS::Lambda::Function,"We need a CloudFormation template that creates the automation infrastructure for an Aurora Global Database failover. The template must provision an IAM role for Systems Manager (SSM) with broad access across RDS, Route 53 Application Recovery Controller (ARC), Secrets Manager, and SSM, as well as an IAM role for a Lambda function allowing it to start and monitor SSM automation executions. Create an SSM Automation document named 'AuroraGlobalDatabaseFailoverSSMDocument' that accepts a primary region (defaulting to us-east-1) and a secondary region parameter. The document should contain three Python-based script steps: one to determine the active region by reading ARC routing control parameters, one to perform the global cluster failover, and one to flip the ARC routing control states and update a Secrets Manager secret with the new writer endpoint. Finally, provision a Python 3.13 Lambda function named 'TriggerFailover' that initiates this SSM automation execution when invoked."
12,33,True,4,12,12,12,0,0,100.0,100.0,,0,0,False,False,False,cfn_templates/aws-samples__sample-hospitality-systems/stacks/auth.yaml,AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolResourceServer;AWS::Cognito::UserPool;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolDomain,,,AWS::Cognito::UserPool;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolResourceServer;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPoolDomain,"We need a CloudFormation template that creates a Cognito user pool for AnyCompany Hotel's guest and staff authentication system, using the PLUS tier with advanced security features enforced, email as the username attribute, admin-only user creation, and custom attributes for guest_id, property_id, and region, along with a solid password policy and email-based account recovery; the stack should include a public SPA client using SRP auth with no secret and a separate dedicated admin auth client using ADMIN_USER_PASSWORD_AUTH for server-side test harnesses and simulators, both with 1-hour access/id tokens and 30-day refresh tokens, plus Cognito groups for Admin, Manager, RegionalManager, RevenueManager, FrontDesk, and Housekeeping staff roles, an M2M OAuth2 client with its own resource server and read/write/admin scopes using client_credentials flow with a secret, and a user pool domain name that includes the environment and account ID so the OAuth2 token endpoint is accessible; the environment parameter should default to dev and allow dev, staging, and prod, and all resources should export their IDs, ARN, client IDs, and the domain URL for cross-stack references."
13,38,True,4,11,11,11,0,0,100.0,100.0,,0,0,False,False,False,cfn_templates/aws-cloudformation__aws-cloudformation-samples/hooks/python-hooks/lambda-function-invoker/contract-tests-prerequisites/lambda-functions.template,AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Lambda::Function,,,AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Lambda::Function;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::Logs::LogGroup;AWS::Logs::LogGroup,"We need a CloudFormation template that creates five Lambda functions for contract testing the AWSSamples::LambdaFunctionInvoker::Hook, each with its own independent UseCallbacks parameter (five separate parameters, one per function) restricted to allowed values of no or yes and defaulting to no, along with a shared IAM role granting basic Lambda execution permissions and pre-created CloudWatch log groups with a configurable retention period parameter restricted to the standard CloudWatch Logs allowed retention values (such as 1, 3, 5, 7, 14, 30, 60, 90, and so on up to 3653) and defaulting to 7 days; the functions should be named using a mapping-defined prefix ""LambdaFunctionInvokerHookTest"" followed by a sequential number, and the template should allow independent callback settings per function."
14,39,True,4,8,11,8,0,3,100.0,72.73,,0,0,False,False,False,cfn_templates/aws-samples__sample-hospitality-insights/cloudformation/templates/auth.yaml,AWS::Lambda::Function;AWS::IAM::Role;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPool;AWS::Lambda::Permission;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup,,AWS::Cognito::UserPoolIdentityProvider;AWS::Logs::LogGroup;AWS::Cognito::UserPoolDomain,AWS::Cognito::UserPool;AWS::Cognito::UserPoolClient;AWS::IAM::Role;AWS::Lambda::Function;AWS::Logs::LogGroup;AWS::Lambda::Permission;AWS::Cognito::UserPoolDomain;AWS::Cognito::UserPoolIdentityProvider;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup;AWS::Cognito::UserPoolGroup,"We need a CloudFormation template that creates a Cognito user pool for the Hospitality Insights application in the prod environment, including a user pool client configured with a 24-hour session timeout, a post-authentication Lambda trigger written in Python that updates a custom last_login attribute, and three user groups named Admin, RegularUser, and PowerUser with precedence values of 1, 2, and 3 respectively, while also supporting optional SSO integration through a federated identity provider and a custom domain prefix for the hosted UI, with the login URL and SSO provider name passed as parameters that are left empty by default to disable SSO."
15,40,True,3,4,6,4,0,2,100.0,66.67,,0,0,False,False,False,cfn_templates/Tianyi2__IRIS/data/cloudformation_collected_templates_new/template_11960_sns-subscription.yaml,AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription,,AWS::KMS::Key;AWS::SNS::Topic,AWS::KMS::Key;AWS::SNS::Topic;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription,"We need a CloudFormation template for a reusable nested stack that subscribes multiple types of endpoints to an SNS topic, taking the SNS topic ARN as a required input configuration value (an identifier passed in, not something the template provisions), along with optional parameters for an email address, an SQS queue ARN, a Lambda function ARN, and an HTTPS endpoint URL, each also supplied as plain identifier/configuration values rather than resources the template builds; the template should conditionally create each corresponding SNS subscription only when its respective parameter differs from a sentinel default value (such as ""example@example.com"" for email or placeholder ARNs for the others), the HTTPS subscription should include a delivery policy configured with an exponential backoff retry strategy, and every subscription that gets created should expose its ARN as a stack output."
16,44,True,5,19,20,19,0,1,100.0,95.0,,0,0,False,False,False,cfn_templates/aws-solutions-library-samples__guidance-for-claude-code-with-amazon-bedrock/deployment/infrastructure/logs-insights-queries.yaml,AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition,,AWS::Logs::QueryDefinition,AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition;AWS::Logs::QueryDefinition,"We need a CloudFormation template that creates a comprehensive set of about 19 saved CloudWatch Logs Insights queries for analyzing usage, performance, and cost metrics generated by a Claude Code application, with all queries scoped to the log group /aws/claude-code/metrics (exposed as a parameter defaulting to that value) and organized into logical groups covering real-time monitoring (token and request rate per user, current TPM/RPM averages, and rate-limit risk), user and session analytics (session-level usage, hourly activity timelines, and error/throttling detection), cost and attribution reporting broken down by user, model, and organization, and additional debugging and analysis queries covering model efficiency, cache hit/miss rates (overall, over time, and by session), peak usage windows, deep-dive lookups for a specific session, a field explorer for discovering available metric attributes, and a daily usage summary, so engineers and finance stakeholders can review these queries on demand from the Logs Insights console."
17,46,True,3,5,8,5,0,3,100.0,62.5,,0,0,False,False,False,cfn_templates/binoculars__aws-cloudformation-cognito-identity-pool/tests/bootstrap.template,AWS::S3::Bucket;AWS::IAM::AccessKey;AWS::IAM::ManagedPolicy;AWS::IAM::User;AWS::IAM::Role,,AWS::S3::BucketPolicy;AWS::KMS::Key;AWS::KMS::Alias,AWS::IAM::User;AWS::IAM::ManagedPolicy;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::KMS::Key;AWS::KMS::Alias;AWS::IAM::AccessKey,"We need a CloudFormation template that creates a continuous integration user with programmatic access keys, along with a dedicated S3 bucket and a Cognito identity role, for use in automated deployments. The CI user should be placed under the ""/ci/"" path and have a managed policy that grants it permissions to get, put, and delete objects in the created bucket, as well as to manage Cognito identity pools (create, delete, update, and set roles) across the account, and the ability to pass the Cognito role to those pools. The template should output the access key ID, secret access key, region, bucket name, and the Cognito role ARN for easy retrieval after stack creation."
18,48,True,4,11,11,10,1,1,90.91,90.91,,0,0,False,False,False,cfn_templates/kubernetes-sigs__cluster-api-provider-aws/cmd/clusterawsadm/cloudformation/bootstrap/fixtures/with_ssm_secret_backend.yaml,AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,AWS::IAM::ManagedPolicy,AWS::IAM::Role,AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,"We need a CloudFormation template that creates the IAM roles, instance profiles, and managed policies required for a Kubernetes Cluster API Provider AWS deployment, including support for both self-managed and EKS-based clusters. The template must define three instance profiles named control-plane.cluster-api-provider-aws.sigs.k8s.io, controllers.cluster-api-provider-aws.sigs.k8s.io, and nodes.cluster-api-provider-aws.sigs.k8s.io, each associated with corresponding roles. It should create IAM roles for the control plane, controllers, and nodes, with appropriate trust policies for EC2 and EKS services, and attach the necessary managed policies that grant permissions for EC2, ELB, Auto Scaling, EKS, SSM, and KMS operations as required by Cluster API. Additionally, it must include an EKS-specific control plane role with the AmazonEKSClusterPolicy managed policy attached, and a nodes role with AmazonEKSWorkerNodePolicy and AmazonEKS_CNI_Policy. The managed policies should be named following the same naming convention and cover the full set of actions needed for cluster lifecycle management, including VPC, subnet, security group, load balancer, and EKS resource management. The template should not include any VPC, subnets, or compute resources - only the IAM infrastructure."
19,50,True,3,4,5,3,1,2,75.0,60.0,,0,0,False,False,False,cfn_templates/chrictoria2025__AI/02-use-cases/AWS-operations-agent/mcp-tool-lambda/mcp-tool-template.yaml,AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Role,AWS::Serverless::Function,AWS::Lambda::Permission;AWS::Lambda::Function,AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Permission,"We need a CloudFormation template that creates an MCP (Model Context Protocol) tool Lambda function for testing via the Bedrock AgentCore Gateway, using the Image package type with a container image, 3008 MB of memory, a 15-minute timeout, tracing enabled, an environment variable setting the log level to INFO, and a function name of ""bac-mcp-tool"", and it should provision two IAM roles: one that the bedrock-agentcore.amazonaws.com service principal can assume to invoke Lambda functions, with a source ARN condition matching gateways named ""bac-gtw-*"", and another execution role that both Lambda and Bedrock AgentCore can assume, granting permissions to invoke Bedrock models, access Cost Explorer APIs, and write logs to the Lambda function's log group with 14-day retention, with the execution role also explicitly allowing the lambda:InvokeFunction action."
20,51,True,5,36,31,31,5,0,86.11,100.0,,0,0,False,False,False,cfn_templates/chrictoria2025__AI/02-use-cases/customer-support-assistant-vpc/cloudformation/vpc-stack.yaml,AWS::KMS::Key;AWS::EC2::RouteTable;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPC;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::KMS::Alias;AWS::EC2::FlowLog,AWS::EC2::SecurityGroupEgress;AWS::EC2::SecurityGroupEgress;AWS::EC2::SecurityGroupEgress;AWS::EC2::SecurityGroupEgress;AWS::EC2::SecurityGroupEgress,,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::KMS::Key;AWS::KMS::Alias;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::EC2::FlowLog;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint,"We need a CloudFormation template that creates a fully private VPC for hosting secure workloads that must never have direct internet access, with a CIDR of 10.0.0.0/16 and three private subnets using CIDRs 10.0.3.0/24, 10.0.4.0/24, and 10.0.1.0/24 respectively, each in a different availability zone, and we need VPC endpoints for CloudWatch Logs and Monitoring, ECR Docker and API, DynamoDB via a gateway endpoint, SSM Parameter Store, KMS, Secrets Manager, RDS Data API, S3 via a gateway endpoint, X-Ray, and Bedrock Runtime, Bedrock AgentCore, and Bedrock AgentCore Gateway, all with private DNS enabled and appropriate least-privilege policies, plus dedicated security groups for an Agent Runtime, an MCP Runtime, and Gateway Lambda functions that can communicate with the VPC endpoints over HTTPS, and we need VPC flow logs encrypted with a KMS key that has an alias of csvpc-dev-vpc-flowlogs, all resources should be tagged with the environment name dev."
21,52,True,5,61,8,0,61,8,0.0,0.0,,0,0,False,False,False,cfn_templates/antoniasouza__aws1/aws-config-conformance-packs/Operational-Best-Practices-for-CIS-AWS-v1.4-Level2.yaml,,AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule;AWS::Config::ConfigRule,AWS::S3::Bucket;AWS::KMS::Key;AWS::S3::BucketPolicy;AWS::Config::ConformancePack;AWS::IAM::Role;AWS::Config::ConfigurationRecorder;AWS::SNS::Topic;AWS::Config::DeliveryChannel,AWS::KMS::Key;AWS::IAM::Role;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::SNS::Topic;AWS::Config::ConfigurationRecorder;AWS::Config::DeliveryChannel;AWS::Config::ConformancePack,"We need a CloudFormation template that creates an AWS Config conformance pack based on the CIS AWS Foundations Benchmark Level 2, deploying all managed Config rules to continuously monitor the account for compliance with the benchmark requirements, with the following configurable parameters: access keys must be rotated every 90 days, IAM password policy must enforce a minimum length of 14 characters, a maximum age of 90 days, prevent reuse of the last 24 passwords, and require lowercase, uppercase, numbers, and symbols, the IAM policy in use check should target the arn:aws:iam::aws:policy/AWSSupportAccess policy, unused IAM user credentials should be flagged after 45 days of non-usage, restricted incoming traffic rules should block port 3389, S3 account-level public access blocks should enable BlockPublicAcls, BlockPublicPolicy, IgnorePublicAcls, and RestrictPublicBuckets, and S3 bucket versioning should require MFA delete to be enabled."
22,57,True,4,9,9,9,0,0,100.0,100.0,,0,0,False,False,False,cfn_templates/aws-samples__sample-hospitality-insights/cloudformation/templates/foundation.yaml,AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::SecretsManager::Secret;AWS::SecretsManager::Secret,,,AWS::SecretsManager::Secret;AWS::SecretsManager::Secret;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role,"We need a CloudFormation template that creates the foundation IAM roles and Secrets Manager resources for the Hospitality Insights project, using the project name ""hospitality-insights"" and environment ""prod"" as defaults. The template should define separate Lambda execution roles for scraper, analysis, alerts, API, admin, and archival microservices, each with appropriate managed policies (like AWSLambdaBasicExecutionRole and AWSXRayDaemonWriteAccess) and custom inline policies granting least-privilege access to the DynamoDB tables, SQS queues, SNS topics, Comprehend, Bedrock, Step Functions, S3 buckets, and Secrets Manager secrets that follow the naming convention `hospitality-insights/${Environment}/*`. Additionally, include an IAM role for Bedrock AgentCore runtime with permissions to invoke models, manage agent sessions, and read from the relevant DynamoDB tables and S3. The template should also create two placeholder Secrets Manager secrets: one to establish the naming prefix and one for the ScrapingBee API key. All resources must be tagged with Project and Environment tags. The outputs should expose the ARNs of all Lambda roles and the Secrets Manager prefix secret."
23,58,True,4,9,2,0,9,2,0.0,0.0,,0,0,False,False,False,cfn_templates/cloudtools__troposphere/tests/examples_output/WAF_Common_Attacks_Sample.template,,AWS::WAF::WebACL;AWS::WAF::IPSet;AWS::WAF::SizeConstraintSet;AWS::WAF::SqlInjectionMatchSet;AWS::WAF::Rule;AWS::WAF::Rule;AWS::WAF::Rule;AWS::WAF::Rule;AWS::WAF::XssMatchSet,AWS::WAFv2::IPSet;AWS::WAFv2::WebACL,AWS::WAFv2::IPSet;AWS::WAFv2::WebACL,"We need a CloudFormation template that creates an AWS WAF configuration to protect a web application against common attacks like SQL injection, cross-site scripting (XSS), oversized request bodies, and manual IP-based blocking. The WebACL should be named ""CommonAttackProtection"" and should use a default ALLOW action, with rules that block SQL injection attempts, block XSS attempts, count oversized request bodies (greater than 8192 bytes), and block requests from a manually maintained IP set. The template should inspect query strings, bodies, and URIs with appropriate URL decoding and HTML entity decoding transformations to catch obfuscated attack payloads."
